domanialite,arrondissement,libelle_francais,genre,espece,circonference_cm,hauteur_m,stade_de_developpement
7,18,4,4,4,185.0,18.0,3
1,4,4,4,28,255.0,25.0,4
1,1,1,1,1,90.0,8.0,2
3,1,1,1,1,190.0,12.0,3
3,7,6,6,30,60.0,6.0,3
2,1,91,78,133,67.0,11.0,3
1,17,8,8,10,75.0,8.0,3
1,1,4,4,4,190.0,15.0,3
1,8,5,5,5,70.0,8.0,2
3,19,41,38,11,128.0,11.0,3
1,7,66,57,59,20.0,5.0,1
1,4,4,4,28,95.0,15.0,3
1,12,26,25,40,125.0,7.0,3
2,17,1,1,15,35.0,5.0,1
2,4,20,19,23,60.0,5.0,2
1,11,5,5,27,35.0,5.0,1
1,6,50,45,66,25.0,8.0,1
1,1,4,4,4,75.0,10.0,2
6,1,1,1,1,85.0,12.0,3
2,11,1,1,16,10.0,4.0,1
3,16,59,51,75,170.0,16.0,3
2,2,2,2,2,346.0,25.0,4
5,8,26,25,40,50.0,5.0,1
1,17,1,1,1,60.0,6.0,3
2,11,4,4,4,130.0,17.0,3
1,3,4,4,4,90.0,10.0,3
1,22,2,2,2,20.0,6.0,1
1,6,19,18,22,80.0,10.0,3
1,13,5,5,27,82.0,12.0,2
1,3,2,2,8,55.0,5.0,2
1,13,7,7,7,49.0,7.0,1
1,8,19,18,22,55.0,10.0,2
1,7,7,7,7,30.0,5.0,2
2,11,6,6,9,105.0,18.0,3
1,7,4,4,4,190.0,18.0,3
1,8,7,7,7,20.0,5.0,1
6,13,30,18,36,20.0,3.0,1
2,6,15,15,19,32.0,5.0,1
1,6,66,57,59,25.0,5.0,1
1,12,41,38,11,100.0,12.0,3
1,8,29,28,424,30.0,9.0,1
3,7,1,1,1,130.0,14.0,3
1,7,4,4,4,35.0,6.0,1
1,2,4,4,4,194.0,13.0,3
1,5,2,2,2,84.0,13.0,3
1,5,5,5,27,30.0,5.0,1
1,15,4,4,4,190.0,20.0,3
1,8,6,6,9,60.0,12.0,2
2,1,6,6,30,35.0,4.0,1
1,6,23,22,80,70.0,8.0,2
1,4,4,4,4,105.0,12.0,3
1,10,5,5,27,24.0,4.0,1
1,3,7,7,7,50.0,5.0,2
1,8,23,22,80,25.0,5.0,1
1,7,10,10,12,60.0,4.0,2
1,14,6,6,64,85.0,10.0,3
5,18,64,55,87,20.0,4.0,1
3,7,25,24,31,70.0,10.0,3
5,19,9,9,11,150.0,12.0,3
1,5,5,5,27,80.0,11.0,3
1,8,4,4,28,80.0,15.0,3
1,3,7,7,7,100.0,5.0,2
1,12,40,37,49,120.0,12.0,3
1,5,2,2,2,55.0,8.0,2
1,7,7,7,7,85.0,10.0,2
1,4,2,2,2,60.0,7.0,2
1,23,7,7,7,70.0,6.0,2
3,7,2,2,2,210.0,17.0,3
1,25,4,4,4,50.0,5.0,1
3,13,1,1,1,64.0,7.0,2
3,1,1,1,16,100.0,8.0,2
2,11,12,12,14,12.0,2.0,1
5,13,1,1,82,38.0,5.0,1
2,1,37,92,18,70.0,10.0,3
1,13,5,5,27,32.0,6.0,1
2,13,19,18,130,20.0,5.0,1
4,12,20,19,23,25.0,5.0,1
6,17,1,1,16,92.0,15.0,3
1,8,17,16,7,20.0,5.0,1
3,19,10,10,12,65.0,5.0,1
1,8,4,4,4,275.0,30.0,3
6,12,42,25,14,50.0,4.0,2
1,2,2,2,8,52.0,7.0,1
3,1,5,5,29,85.0,10.0,2
1,11,4,4,4,225.0,22.0,3
2,11,6,6,14,30.0,5.0,1
1,10,1,1,15,65.0,8.0,2
3,17,2,2,2,87.0,11.0,2
1,11,5,5,27,145.0,12.0,3
1,12,19,18,22,75.0,8.0,3
2,4,7,7,7,85.0,9.0,3
3,13,10,10,42,112.0,10.0,2
1,18,24,23,26,60.0,8.0,3
4,17,23,22,169,107.0,9.0,3
1,12,1,1,16,110.0,10.0,3
1,6,35,32,44,25.0,4.0,1
1,18,4,4,4,60.0,8.0,2
1,7,4,4,4,60.0,8.0,2
3,19,41,38,11,61.0,7.0,2
5,17,39,36,60,145.0,15.0,3
1,8,5,5,5,140.0,10.0,4
3,13,1,1,1,130.0,14.0,3
1,2,2,2,8,20.0,4.0,1
1,5,7,7,7,28.0,5.0,1
1,17,1,1,16,94.0,11.0,3
1,10,8,8,10,85.0,10.0,3
1,9,7,7,7,67.0,7.0,2
1,10,2,2,2,140.0,16.0,3
1,6,4,4,4,200.0,15.0,4
1,11,5,5,43,160.0,14.0,3
1,2,4,4,4,62.0,9.0,2
3,17,2,2,2,112.0,14.0,3
1,1,1,1,16,85.0,7.0,2
1,10,8,8,10,75.0,9.0,3
1,3,2,2,2,85.0,10.0,3
2,1,10,10,12,130.0,9.0,3
1,13,24,23,26,36.0,7.0,1
1,10,5,5,27,56.0,9.0,2
1,6,4,4,4,185.0,20.0,3
6,8,37,34,14,95.0,10.0,2
3,16,10,10,12,90.0,10.0,2
1,1,4,4,4,130.0,15.0,2
1,1,4,4,4,80.0,8.0,2
1,18,4,4,4,90.0,15.0,3
1,3,9,9,14,55.0,5.0,2
1,5,7,7,7,90.0,10.0,3
1,8,5,5,5,155.0,12.0,3
1,13,2,2,2,73.0,8.0,2
1,7,4,4,4,20.0,5.0,1
1,13,5,5,5,167.0,21.0,3
5,12,73,61,98,50.0,4.0,1
2,3,5,5,29,80.0,5.0,2
1,17,5,5,5,57.0,5.0,1
1,17,4,4,4,75.0,10.0,2
1,5,4,4,4,245.0,27.0,4
1,9,7,7,7,83.0,9.0,2
2,2,5,5,73,110.0,13.0,3
2,4,24,23,26,130.0,14.0,3
1,12,4,4,4,70.0,8.0,3
1,3,4,4,4,80.0,10.0,3
1,2,2,2,2,120.0,11.0,3
1,4,4,4,4,100.0,12.0,3
2,2,36,33,86,20.0,5.0,1
2,12,3,3,3,60.0,8.0,3
1,12,4,4,4,195.0,18.0,3
2,5,14,14,5,53.0,5.0,1
1,2,4,4,4,83.0,13.0,3
1,12,5,5,29,70.0,10.0,3
1,5,4,4,4,57.0,10.0,2
2,1,20,19,23,75.0,6.0,2
1,23,4,4,4,75.0,10.0,2
1,7,24,23,26,35.0,10.0,1
1,7,4,4,4,140.0,20.0,3
3,7,1,1,1,210.0,16.0,3
1,10,2,2,2,170.0,15.0,3
1,4,2,2,2,90.0,8.0,2
1,13,6,6,51,36.0,8.0,1
2,7,5,5,27,95.0,10.0,3
1,1,7,7,7,160.0,10.0,3
1,14,6,6,30,100.0,10.0,3
1,8,2,2,2,20.0,5.0,1
1,4,4,4,28,45.0,8.0,1
1,13,53,47,71,112.0,9.0,3
6,17,2,2,2,122.0,12.0,3
3,13,29,28,424,146.0,15.0,3
1,3,2,2,2,105.0,10.0,3
2,7,4,4,4,265.0,20.0,3
1,6,27,26,95,95.0,20.0,3
1,2,4,4,4,106.0,10.0,3
3,1,9,9,248,185.0,10.0,3
1,1,4,4,4,70.0,10.0,1
1,23,4,4,4,80.0,15.0,3
1,4,4,4,28,50.0,8.0,1
1,2,2,2,2,137.0,19.0,3
1,17,4,4,4,60.0,8.0,2
1,3,7,7,7,115.0,10.0,3
1,8,7,7,7,45.0,8.0,1
1,18,24,23,26,80.0,15.0,2
1,17,4,4,4,105.0,13.0,3
1,17,8,8,10,82.0,9.0,3
2,2,26,25,40,100.0,5.0,3
1,5,4,4,4,46.0,10.0,1
1,1,65,56,88,100.0,5.0,2
1,11,6,6,14,40.0,6.0,1
1,18,19,18,22,45.0,6.0,3
1,5,4,4,4,195.0,20.0,3
1,11,5,5,27,115.0,12.0,2
1,18,2,2,14,120.0,10.0,3
1,22,4,4,4,115.0,18.0,3
1,2,4,4,4,109.0,12.0,3
1,23,4,4,4,20.0,5.0,1
4,13,9,9,11,56.0,5.0,2
1,3,4,4,4,45.0,5.0,2
1,2,2,2,2,198.0,18.0,3
6,6,2,2,2,150.0,10.0,3
1,10,2,2,8,97.0,10.0,3
5,3,1,1,1,100.0,5.0,3
1,12,2,2,8,45.0,7.0,2
5,8,5,5,5,10.0,8.0,2
1,23,4,4,4,145.0,20.0,3
1,5,7,7,7,110.0,10.0,3
1,13,29,28,14,100.0,16.0,3
1,13,5,5,27,25.0,5.0,1
1,20,4,4,4,130.0,15.0,3
1,2,2,2,2,52.0,6.0,1
1,12,8,8,10,65.0,8.0,2
1,11,8,8,10,75.0,7.0,1
1,1,95,80,141,100.0,6.0,3
1,12,29,28,14,155.0,15.0,3
2,25,24,23,26,40.0,5.0,2
1,5,7,7,7,105.0,12.0,3
3,13,29,28,424,40.0,7.0,1
1,17,7,7,7,60.0,7.0,2
1,2,31,29,37,26.0,3.0,2
1,2,1,1,15,23.0,5.0,1
1,20,2,2,2,136.0,14.0,3
3,16,4,4,4,252.0,28.0,3
1,12,4,4,4,115.0,15.0,3
3,7,1,1,1,190.0,16.0,3
1,13,7,7,7,39.0,7.0,1
1,5,4,4,4,74.0,14.0,3
1,11,4,4,4,75.0,14.0,2
2,9,4,4,4,360.0,24.0,4
1,15,7,7,7,55.0,5.0,1
2,4,6,6,64,55.0,7.0,2
1,20,18,17,21,21.0,5.0,1
1,12,41,38,11,50.0,8.0,2
1,8,19,18,22,50.0,8.0,2
2,3,50,45,66,70.0,10.0,2
1,17,4,4,4,120.0,12.0,3
1,8,19,18,22,55.0,10.0,2
3,16,80,68,144,18.0,3.0,1
1,3,2,2,2,150.0,15.0,3
1,8,4,4,4,95.0,15.0,2
3,16,4,4,18,126.0,20.0,3
1,7,26,25,40,70.0,4.0,3
1,8,5,5,27,59.0,7.0,2
1,4,5,5,5,100.0,12.0,2
6,1,30,18,36,10.0,1.0,1
2,7,6,6,9,70.0,12.0,2
1,17,5,5,5,58.0,7.0,3
2,17,9,9,33,49.0,4.0,2
2,13,1,1,1,194.0,20.0,4
1,13,16,10,20,40.0,5.0,1
1,5,4,4,4,104.0,18.0,3
3,17,1,1,1,63.0,7.0,2
1,12,5,5,27,30.0,6.0,1
3,7,2,2,2,225.0,20.0,3
1,17,2,2,2,80.0,8.0,3
2,11,6,6,14,30.0,7.0,1
1,7,1,1,70,95.0,8.0,3
1,5,7,7,7,148.0,13.0,3
2,7,41,38,14,50.0,4.0,1
1,5,1,1,16,53.0,10.0,3
7,15,1,1,109,105.0,6.0,3
1,10,8,8,10,81.0,9.0,3
2,11,6,6,9,110.0,19.0,3
1,8,2,2,2,45.0,6.0,2
1,5,2,2,2,123.0,10.0,3
2,7,4,4,4,100.0,20.0,3
1,8,5,5,5,113.0,12.0,3
4,5,1,1,16,76.0,8.0,2
1,17,19,18,22,60.0,8.0,2
1,17,51,46,67,36.0,7.0,1
6,7,30,18,36,20.0,2.0,1
2,13,5,5,5,160.0,15.0,3
1,10,8,8,10,90.0,10.0,3
1,1,2,2,8,35.0,5.0,1
1,13,24,23,26,67.0,9.0,2
2,8,23,22,143,200.0,12.0,4
3,19,47,44,134,100.0,8.0,3
6,8,2,2,2,155.0,12.0,3
3,7,56,20,14,50.0,3.0,2
1,6,24,23,26,25.0,5.0,1
2,8,76,65,101,20.0,3.0,1
2,11,6,6,14,45.0,10.0,1
3,16,4,4,18,250.0,28.0,3
1,9,4,4,4,102.0,13.0,3
1,5,4,4,4,192.0,17.0,3
1,3,2,2,8,80.0,10.0,3
1,13,2,2,2,168.0,20.0,3
1,12,5,5,27,65.0,8.0,3
1,12,1,1,16,135.0,15.0,3
2,2,3,3,3,56.0,5.0,2
1,2,2,2,2,155.0,14.0,3
1,11,4,4,4,130.0,18.0,2
1,17,4,4,4,85.0,9.0,3
2,15,24,23,26,225.0,15.0,3
1,4,14,14,5,30.0,5.0,1
1,6,18,17,21,100.0,15.0,3
1,7,7,7,7,95.0,10.0,3
1,4,5,5,5,46.0,7.0,3
1,5,2,2,8,50.0,5.0,1
1,12,26,25,99,30.0,6.0,2
2,5,39,36,48,227.0,18.0,3
1,8,4,4,28,115.0,15.0,3
5,8,4,4,4,155.0,8.0,3
1,4,5,5,5,20.0,5.0,1
2,1,187,12,424,40.0,4.0,3
1,5,2,2,2,116.0,12.0,2
5,6,26,25,32,35.0,6.0,1
1,9,4,4,4,136.0,23.0,3
1,3,10,10,73,75.0,10.0,2
1,2,2,2,2,97.0,10.0,3
1,17,4,4,4,118.0,16.0,3
1,8,6,6,64,105.0,8.0,3
1,2,2,2,2,50.0,7.0,1
1,5,2,2,2,78.0,13.0,3
1,8,4,4,28,60.0,6.0,2
1,6,2,2,8,80.0,10.0,2
7,8,19,18,22,20.0,5.0,1
1,3,18,17,21,35.0,5.0,1
1,1,2,2,2,70.0,6.0,1
1,5,2,2,2,120.0,12.0,3
2,18,5,5,43,100.0,10.0,3
2,11,43,39,11,20.0,5.0,1
1,5,4,4,4,230.0,25.0,4
1,1,40,37,49,120.0,10.0,2
1,17,2,2,8,25.0,5.0,1
2,5,6,6,30,62.0,7.0,1
1,4,1,1,1,90.0,12.0,3
2,22,2,2,2,30.0,5.0,1
1,25,4,4,4,55.0,5.0,2
1,1,8,8,10,90.0,7.0,1
2,17,1,1,109,23.0,5.0,1
1,1,1,1,1,75.0,8.0,2
1,17,1,1,16,100.0,12.0,3
1,22,2,2,2,60.0,10.0,1
1,1,2,2,2,70.0,6.0,1
2,2,2,2,2,260.0,22.0,4
1,6,4,4,4,55.0,10.0,2
1,12,4,4,4,30.0,6.0,1
1,11,1,1,16,120.0,8.0,3
1,18,18,17,21,95.0,10.0,2
1,18,4,4,4,215.0,25.0,3
2,2,2,2,8,25.0,4.0,1
2,1,187,12,424,38.0,3.0,3
1,13,4,4,4,32.0,6.0,1
3,1,5,5,29,105.0,10.0,2
2,25,2,2,2,100.0,10.0,3
6,23,2,2,2,60.0,10.0,1
5,6,4,4,4,70.0,10.0,2
1,10,2,2,2,90.0,12.0,3
1,12,7,7,7,70.0,10.0,3
1,1,7,7,7,35.0,5.0,1
1,6,5,5,29,95.0,10.0,3
1,2,2,2,2,119.0,15.0,3
1,23,4,4,4,46.0,8.0,1
2,3,9,9,45,130.0,10.0,3
7,18,1,1,70,60.0,9.0,2
1,6,4,4,4,30.0,5.0,1
2,13,21,20,24,15.0,3.0,1
6,7,10,10,42,20.0,4.0,1
1,3,4,4,4,60.0,10.0,2
1,20,18,17,21,64.0,7.0,3
2,17,24,23,26,122.0,15.0,3
6,17,2,2,2,135.0,10.0,3
1,5,4,4,4,162.0,22.0,3
1,11,1,1,16,55.0,7.0,2
1,20,4,4,4,97.0,13.0,3
1,8,44,40,53,30.0,8.0,1
1,10,4,4,4,95.0,13.0,2
1,5,4,4,4,30.0,5.0,1
1,6,4,4,18,150.0,22.0,3
1,8,4,4,4,100.0,15.0,3
3,1,89,76,124,45.0,3.0,1
7,18,87,25,121,125.0,6.0,3
3,7,1,1,1,175.0,12.0,3
1,5,4,4,4,106.0,13.0,3
1,23,4,4,4,180.0,25.0,3
1,8,4,4,4,110.0,15.0,3
1,13,4,4,4,173.0,20.0,4
1,7,18,17,21,115.0,8.0,3
1,4,4,4,28,60.0,7.0,3
1,8,7,7,7,55.0,5.0,2
1,15,23,22,80,235.0,20.0,3
1,12,4,4,4,25.0,6.0,1
3,19,3,3,3,78.0,7.0,3
1,12,8,8,10,70.0,8.0,2
1,3,1,1,16,100.0,10.0,3
1,8,4,4,4,200.0,15.0,3
1,8,10,10,12,55.0,8.0,2
3,19,26,25,40,10.0,3.0,1
1,5,7,7,7,79.0,9.0,2
1,1,38,35,47,100.0,8.0,2
1,13,24,23,26,58.0,9.0,2
4,13,25,24,31,97.0,8.0,3
1,12,4,4,4,90.0,10.0,3
2,7,1,1,7,35.0,5.0,1
1,11,5,5,5,80.0,15.0,2
3,7,5,5,14,95.0,10.0,3
1,6,4,4,4,110.0,15.0,3
1,6,23,22,80,175.0,20.0,3
1,6,35,32,44,75.0,10.0,2
2,1,11,11,53,60.0,5.0,2
2,5,14,14,5,140.0,11.0,3
1,1,2,2,2,40.0,6.0,1
7,6,65,56,88,170.0,15.0,3
1,14,6,6,64,60.0,5.0,3
1,12,5,5,29,65.0,10.0,3
1,11,1,1,14,130.0,15.0,3
4,13,4,4,4,80.0,8.0,3
2,7,2,2,2,335.0,25.0,4
1,12,5,5,29,75.0,7.0,2
1,17,53,47,71,48.0,7.0,2
2,1,5,5,5,190.0,20.0,3
1,11,5,5,43,85.0,13.0,3
1,7,4,4,4,180.0,18.0,3
2,2,24,23,26,63.0,6.0,2
6,8,4,4,4,210.0,12.0,3
3,7,1,1,1,145.0,15.0,3
1,5,4,4,4,179.0,14.0,3
1,12,4,4,4,80.0,12.0,3
6,3,2,2,2,130.0,14.0,3
2,3,28,27,50,125.0,10.0,3
3,7,13,13,17,55.0,7.0,3
2,1,4,4,4,210.0,25.0,3
1,8,35,32,44,80.0,8.0,3
1,17,4,4,4,173.0,18.0,3
1,12,4,4,4,190.0,18.0,3
3,7,75,63,100,50.0,8.0,2
1,6,5,5,14,100.0,10.0,3
1,6,4,4,4,55.0,10.0,2
1,3,19,18,22,85.0,10.0,3
1,11,4,4,4,140.0,18.0,3
3,16,4,4,18,214.0,30.0,3
1,5,4,4,4,218.0,25.0,4
6,23,5,5,29,20.0,4.0,1
1,8,5,5,5,95.0,10.0,2
3,19,2,2,2,155.0,20.0,3
1,12,10,10,12,45.0,10.0,2
2,11,4,4,4,115.0,18.0,3
1,12,5,5,5,80.0,8.0,3
1,13,2,2,2,127.0,15.0,3
1,1,7,7,7,20.0,3.0,1
2,3,11,11,53,85.0,10.0,2
2,22,2,2,2,205.0,10.0,4
2,7,1,1,16,20.0,3.0,1
1,4,4,4,28,70.0,10.0,3
3,19,4,4,18,150.0,18.0,3
1,3,18,17,21,165.0,10.0,3
2,17,20,19,23,30.0,6.0,1
1,13,5,5,5,153.0,19.0,3
1,7,7,7,7,25.0,5.0,1
1,25,4,4,4,80.0,10.0,3
1,15,4,4,4,115.0,15.0,3
7,6,1,1,16,90.0,14.0,3
1,23,4,4,4,25.0,6.0,1
1,5,2,2,2,115.0,15.0,3
5,23,53,47,71,80.0,12.0,2
1,5,4,4,4,70.0,10.0,2
1,2,2,2,2,112.0,14.0,3
3,16,4,4,18,113.0,25.0,2
1,20,4,4,4,70.0,10.0,3
4,5,10,10,12,90.0,7.0,3
1,4,5,5,5,105.0,12.0,3
5,7,5,5,27,190.0,12.0,3
1,10,8,8,10,67.0,9.0,3
1,11,6,6,14,240.0,27.0,3
1,11,5,5,43,85.0,13.0,3
1,12,41,38,11,40.0,7.0,2
1,11,4,4,4,210.0,20.0,3
1,8,50,45,66,90.0,12.0,3
2,7,24,23,26,45.0,10.0,2
1,6,19,18,22,20.0,5.0,1
1,4,4,4,4,40.0,8.0,1
2,5,9,9,11,157.0,11.0,3
1,2,4,4,18,108.0,13.0,3
5,8,22,21,25,100.0,12.0,2
1,12,5,5,43,90.0,8.0,3
1,17,4,4,4,130.0,17.0,3
2,18,73,61,98,60.0,2.0,1
2,8,26,25,40,85.0,5.0,3
2,11,2,2,260,3.0,1.0,1
1,23,7,7,7,140.0,12.0,3
2,5,3,3,3,83.0,6.0,3
2,2,13,13,65,70.0,5.0,3
1,3,4,4,4,225.0,20.0,3
1,17,19,18,22,55.0,7.0,2
2,7,7,7,7,50.0,7.0,2
1,1,4,4,4,85.0,10.0,1
2,9,93,57,59,20.0,4.0,2
2,9,43,39,97,45.0,7.0,2
1,12,5,5,5,95.0,10.0,3
2,12,40,37,49,35.0,5.0,1
1,12,19,18,22,35.0,7.0,2
1,22,4,4,4,20.0,5.0,1
1,9,15,15,19,74.0,13.0,3
2,2,67,25,90,48.0,6.0,2
1,8,29,28,14,42.0,5.0,1
1,8,7,7,7,65.0,8.0,2
6,13,2,2,2,179.0,13.0,3
1,11,5,5,43,100.0,15.0,3
6,7,2,2,2,175.0,15.0,3
1,12,5,5,5,100.0,12.0,3
4,6,5,5,5,84.0,7.0,3
2,14,5,5,29,75.0,6.0,2
1,4,4,4,28,60.0,10.0,3
2,2,3,3,3,90.0,7.0,2
6,18,26,25,40,35.0,4.0,2
1,8,2,2,2,105.0,15.0,2
1,11,5,5,5,140.0,12.0,3
1,17,4,4,4,160.0,16.0,3
2,5,54,48,72,27.0,4.0,2
1,1,2,2,8,35.0,5.0,1
1,8,65,56,88,90.0,10.0,3
1,7,4,4,4,55.0,12.0,1
1,2,4,4,4,175.0,17.0,3
1,6,14,14,5,25.0,5.0,1
1,5,4,4,4,131.0,16.0,3
1,6,4,4,4,50.0,10.0,1
2,2,67,25,90,70.0,6.0,3
1,13,4,4,4,147.0,20.0,3
1,6,4,4,4,60.0,8.0,2
2,11,43,39,97,10.0,3.0,1
1,12,2,2,8,135.0,10.0,3
1,9,15,15,19,85.0,9.0,3
1,5,7,7,7,131.0,13.0,3
4,5,1,1,1,37.0,5.0,1
1,4,23,22,80,120.0,18.0,3
5,5,22,21,25,225.0,16.0,4
1,10,8,8,10,92.0,9.0,3
1,10,2,2,2,160.0,15.0,3
2,20,9,9,45,70.0,12.0,3
1,12,4,4,4,125.0,15.0,3
2,7,29,28,424,55.0,10.0,2
1,3,4,4,4,155.0,15.0,3
3,7,25,24,31,70.0,10.0,3
1,3,4,4,4,165.0,15.0,3
2,3,187,5,424,85.0,10.0,3
1,5,4,4,4,135.0,18.0,3
1,3,2,2,8,45.0,5.0,2
1,8,2,2,2,150.0,12.0,4
3,17,1,1,1,100.0,9.0,3
2,4,1,1,1,160.0,20.0,3
6,6,30,18,36,5.0,2.0,1
1,15,2,2,2,30.0,5.0,1
2,13,1,1,1,68.0,9.0,2
2,3,5,5,29,110.0,10.0,3
1,10,8,8,10,66.0,7.0,3
1,5,4,4,4,79.0,11.0,3
1,5,4,4,4,240.0,20.0,4
5,3,24,23,26,70.0,10.0,3
1,15,38,35,47,40.0,5.0,1
1,6,19,18,22,25.0,5.0,1
1,1,4,4,4,75.0,8.0,1
3,1,37,34,166,95.0,7.0,2
1,5,8,8,10,100.0,11.0,3
1,10,4,4,4,35.0,6.0,2
1,11,7,7,7,85.0,12.0,2
2,11,6,6,30,20.0,4.0,3
1,5,2,2,2,102.0,13.0,3
1,6,73,61,98,50.0,6.0,3
1,7,26,25,99,20.0,5.0,1
1,13,4,4,4,150.0,18.0,3
1,3,7,7,7,115.0,10.0,3
2,11,9,9,11,30.0,5.0,3
1,3,4,4,4,55.0,10.0,2
1,1,49,25,63,130.0,5.0,2
2,9,15,15,19,59.0,7.0,2
3,7,10,10,14,145.0,10.0,3
3,7,75,63,100,40.0,6.0,2
1,5,4,4,4,254.0,22.0,4
1,17,4,4,4,70.0,8.0,2
3,19,2,2,2,225.0,20.0,4
1,10,2,2,2,100.0,14.0,3
1,9,31,29,37,25.0,3.0,2
2,13,187,25,424,50.0,7.0,2
1,18,5,5,5,85.0,10.0,3
1,25,4,4,4,195.0,20.0,3
1,7,18,17,21,95.0,6.0,3
1,10,2,2,2,180.0,12.0,3
1,13,1,1,15,38.0,6.0,1
1,3,18,17,21,90.0,10.0,3
1,13,4,4,4,65.0,9.0,2
5,7,22,21,25,100.0,8.0,2
1,13,7,7,7,153.0,18.0,3
4,6,10,10,12,44.0,4.0,1
1,7,53,47,71,40.0,7.0,1
1,4,5,5,5,110.0,12.0,3
2,18,7,7,7,70.0,10.0,2
3,13,1,1,1,100.0,11.0,3
2,11,47,44,134,120.0,14.0,2
2,11,6,6,14,190.0,11.0,3
3,19,5,5,29,35.0,7.0,1
2,1,7,7,7,155.0,16.0,3
3,19,8,8,10,63.0,8.0,2
2,17,26,25,40,70.0,5.0,2
1,11,10,10,12,105.0,12.0,3
1,13,8,8,10,65.0,7.0,2
3,1,7,7,7,120.0,10.0,2
1,6,7,7,7,115.0,15.0,3
1,7,45,41,27,75.0,15.0,3
2,6,5,5,29,110.0,19.0,3
2,7,41,38,11,30.0,8.0,1
1,10,4,4,4,84.0,12.0,2
1,2,4,4,4,120.0,16.0,3
7,17,30,18,36,10.0,1.0,1
1,8,44,40,53,20.0,5.0,1
1,4,4,4,28,65.0,9.0,3
2,1,26,25,107,100.0,4.0,2
1,4,4,4,28,45.0,6.0,2
1,4,5,5,5,105.0,10.0,3
6,5,33,25,39,12.0,2.0,1
1,23,4,4,4,20.0,5.0,1
5,9,37,34,14,125.0,10.0,3
1,12,27,26,95,25.0,6.0,1
2,7,6,6,9,140.0,17.0,3
2,11,6,6,9,210.0,20.0,3
1,10,1,1,15,38.0,4.0,1
1,2,2,2,2,167.0,20.0,3
1,8,19,18,22,40.0,6.0,2
1,6,14,14,5,110.0,10.0,3
1,2,4,4,4,160.0,22.0,4
2,9,26,25,54,18.0,4.0,1
1,8,4,4,28,115.0,15.0,3
1,1,4,4,4,85.0,10.0,1
1,10,4,4,18,320.0,30.0,4
2,5,2,2,2,255.0,17.0,4
2,17,9,9,33,37.0,3.0,1
1,5,4,4,4,164.0,15.0,3
1,17,19,18,22,65.0,8.0,3
3,16,1,1,1,70.0,10.0,2
5,8,59,51,75,100.0,8.0,2
1,3,2,2,2,270.0,20.0,3
1,15,4,4,4,180.0,15.0,3
5,8,5,5,14,125.0,8.0,3
1,13,2,2,8,117.0,10.0,4
1,10,8,8,10,80.0,10.0,3
1,5,4,4,4,27.0,5.0,1
5,6,26,25,32,20.0,3.0,1
1,6,19,18,22,55.0,5.0,1
1,17,4,4,4,125.0,10.0,3
2,2,2,2,2,70.0,8.0,2
1,4,4,4,28,145.0,16.0,3
2,13,45,41,244,80.0,12.0,2
1,3,4,4,4,100.0,10.0,3
1,5,5,5,43,170.0,22.0,4
1,5,1,1,16,166.0,20.0,4
2,23,38,35,47,200.0,18.0,3
1,5,2,2,2,105.0,10.0,3
1,17,5,5,27,63.0,12.0,3
1,4,4,4,28,25.0,5.0,1
1,7,5,5,5,170.0,15.0,3
2,5,9,9,45,125.0,19.0,3
6,8,5,5,14,75.0,10.0,2
2,17,14,14,5,113.0,8.0,3
3,19,2,2,2,200.0,20.0,3
1,8,19,18,22,65.0,8.0,3
5,19,39,36,48,125.0,6.0,2
1,9,29,28,424,40.0,8.0,3
1,7,26,25,40,80.0,4.0,3
1,25,5,5,29,90.0,5.0,3
1,5,4,4,4,70.0,10.0,2
1,17,4,4,4,82.0,12.0,3
1,11,32,30,38,25.0,5.0,1
3,19,10,10,12,95.0,6.0,2
1,14,4,4,4,60.0,10.0,2
1,21,7,7,7,103.0,13.0,3
6,8,26,25,40,135.0,6.0,3
3,16,4,4,18,128.0,23.0,3
2,4,5,5,14,150.0,16.0,3
3,13,1,1,16,160.0,13.0,3
3,7,2,2,2,210.0,12.0,3
1,2,2,2,2,25.0,4.0,1
1,9,10,10,12,73.0,9.0,3
1,11,1,1,16,65.0,7.0,2
6,13,2,2,2,200.0,14.0,4
1,10,4,4,18,215.0,20.0,3
1,20,4,4,4,70.0,10.0,3
1,12,4,4,4,90.0,12.0,3
1,3,4,4,4,165.0,15.0,3
1,17,23,22,50,20.0,5.0,1
1,12,26,25,40,110.0,6.0,3
1,11,6,6,64,105.0,14.0,3
6,7,1,1,16,130.0,11.0,3
1,2,4,4,4,99.0,14.0,3
1,23,5,5,27,100.0,15.0,3
3,17,2,2,2,210.0,14.0,4
1,3,2,2,8,45.0,5.0,2
1,4,4,4,4,60.0,10.0,2
1,8,4,4,4,205.0,20.0,4
3,7,37,34,28,15.0,2.0,1
1,20,4,4,4,145.0,15.0,3
6,6,5,5,14,105.0,15.0,3
1,4,4,4,4,25.0,5.0,1
6,7,2,2,2,140.0,10.0,3
3,16,58,50,136,135.0,5.0,3
1,5,2,2,2,178.0,22.0,4
1,3,4,4,4,85.0,10.0,2
1,2,4,4,4,49.0,8.0,2
6,3,21,20,24,20.0,2.0,1
2,2,15,15,19,20.0,4.0,1
1,22,4,4,4,75.0,14.0,3
1,22,4,4,4,55.0,12.0,1
2,4,7,7,7,105.0,9.0,3
3,19,2,2,2,115.0,10.0,3
